temporada,competicao,rodada_comp,data,local,time,adversario,placar,posicao_campo,minuto,placar_pos_gol,tipo,jogador_assistente
22/23,Ligue 1,3,21/08/2022,A,Paris Saint-Germain,LOSC Lille,01:07,AM,27,00:02,Right-footed shot,Nuno Mendes
22/23,Champions League,Group Stage,14/09/2022,A,Paris Saint-Germain,Maccabi Haifa,01:03,SS,37,01:01,Left-footed shot,
22/23,Ligue 1,8,18/09/2022,A,Paris Saint-Germain,Olympique Lyon,00:01,AM,5,00:01,Left-footed shot,Neymar
22/23,Ligue 1,9,01/10/2022,H,Paris Saint-Germain,OGC Nice,2:1,AM,28,1:0,Direct free kick,
22/23,UEFA Champions League,Group Stage,05/10/2022,A,Paris Saint-Germain,SL Benfica,1:1,AM,22,0:1,Left-footed shot,Neymar
22/23,Ligue 1,12,21/10/2022,A,Paris Saint-Germain,AC Ajaccio,0:3,CF,78,0:2,Left-footed shot,Kylian Mbappe
22/23,UEFA Champions League,Group Stage,25/10/2022,H,Paris Saint-Germain,Maccabi Haifa,7:2,SS,19,1:0,Left-footed shot,Kylian Mbappe
22/23,UEFA Champions League,Group Stage,25/10/2022,H,Paris Saint-Germain,Maccabi Haifa,7:2,SS,44,4:1,Left-footed shot,Kylian Mbappe
22/23,Ligue 1,13,29/10/2022,H,Paris Saint-Germain,ESTAC Troyes,4:3,RW,55,2:2,Left-footed shot,Sergio Ramos
22/23,Ligue 1,18,11/01/2023,H,Paris Saint-Germain,Angers SCO,2:0,AM,72,2:0,Right-footed shot,Nordi Mukiele
22/23,Ligue 1,21,01/02/2023,A,Paris Saint-Germain,Montpellier HSC,1:3,SS,72,0:2,Left-footed shot,Fabián Ruiz
22/23,Ligue 1,22,04/02/2023,H,Paris Saint-Germain,FC Toulouse,2:1,SS,58,2:1,Left-footed shot,Achraf Hakimi
22/23,Ligue 1,24,19/02/2023,H,Paris Saint-Germain,LOSC Lille,4:3,CF,90+5,4:3,Direct free kick,
22/23,Ligue 1,25,26/02/2023,A,Paris Saint-Germain,Olympique Marseille,0:3,CF,29,0:2,Right-footed shot,Kylian Mbappe
22/23,Ligue 1,26,04/03/2023,H,Paris Saint-Germain,FC Nantes,4:2,CF,12,1:0,Left-footed shot,
